seq	abundance	similarity
SRR3085691.130424	1	4598
SRR3085692.66689	1	92
SRR3085692.108704	1	6
SRR3085693.73217	1	49
SRR3085698.116535	1	1
SRR3085698.97397	1	3373
SRR3085692.230742	6	1
SRR3085693.39479	1	11
SRR3085700.5232	1	54
SRR3085691.47533	1	1
SRR3085691.41700	1	34
SRR3085696.22194	1	4594
SRR3085701.43450	1	38
SRR3085692.266664	1	0
SRR3085688.41198	1	716
SRR3085690.156168	2	289
SRR3085689.219787	1	3
SRR3085693.74181	1	8
SRR3085689.192523	1	0
SRR3085697.62394	1	49
SRR3085697.2924	1	0
SRR3085689.82666	1	21
SRR3085689.81077	24	15
SRR3085701.110889	3	9
SRR3085701.121795	1	11
SRR3085690.204563	1	729
SRR3085692.298140	1	90
SRR3085697.83819	1	666
SRR3085688.99843	1	0
SRR3085701.7441	1	1
SRR3085688.66686	1	30
SRR3085695.11505	1	122
SRR3085693.121593	1	562
SRR3085690.195743	1	2491
SRR3085696.1958	1	5
SRR3085691.132207	1	0
SRR3085697.27934	1	0
SRR3085688.61729	1	720
SRR3085699.29560	1	23
SRR3085700.104517	1	26
SRR3085690.159722	1	361
SRR3085695.9088	1	522
SRR3085690.198020	1	53
SRR3085694.45259	1	29
SRR3085692.49392	7	30
SRR3085689.87	1	17
SRR3085695.58473	1	0
SRR3085694.27205	1	1
SRR3085691.61376	6	55
SRR3085690.67540	1	0
SRR3085688.111592	1	2
SRR3085696.112327	1	27
SRR3085691.79017	1	1
SRR3085697.112012	1	10
SRR3085689.245380	2	9
SRR3085689.80826	5	5
SRR3085698.125196	1	280
SRR3085696.184355	1	0
SRR3085697.106405	1	16
SRR3085697.87684	1	3
SRR3085701.136241	1	15
SRR3085689.238133	1	38
SRR3085692.143383	1	0
SRR3085694.74301	1	0
SRR3085697.15281	1	0
SRR3085692.301982	1	93
SRR3085697.29309	1	16
SRR3085688.81637	1	3868
SRR3085700.86201	1	252
SRR3085690.163817	1	1
SRR3085694.79848	1	55
SRR3085689.36130	1	0
SRR3085694.73850	8	2
SRR3085688.69670	1	3956
SRR3085701.6260	1	349
SRR3085698.173605	1	3510
SRR3085695.85407	1	34
SRR3085699.14387	1	592
SRR3085693.23902	1	1
SRR3085695.47723	1	4233
SRR3085689.97530	1	1
SRR3085690.98	1	40
SRR3085696.119627	1	1396
SRR3085695.91361	1	4044
SRR3085700.30682	1	28
SRR3085695.103106	1	139
SRR3085692.238937	1	31
SRR3085692.70942	1	3
SRR3085689.63702	1	0
SRR3085697.45728	2	242
SRR3085689.179783	1	5
SRR3085692.47130	1	4
SRR3085699.25783	1	706
SRR3085692.143790	1	1
SRR3085701.16453	1	362
SRR3085697.92960	1	51
SRR3085693.77417	1	498
SRR3085690.27916	1	1
SRR3085700.128146	1	22
SRR3085692.127262	1	14
SRR3085696.108941	1	150
SRR3085688.106912	10	38
SRR3085694.18782	2	3
SRR3085690.45593	1	582
SRR3085694.104152	1	14
SRR3085692.161691	1	392
SRR3085692.119736	1	2
SRR3085690.209908	1	1345
SRR3085694.119667	1	0
SRR3085692.273071	1	0
SRR3085692.157137	1	1
SRR3085701.967	1	365
SRR3085689.202302	5	233
SRR3085692.230234	2	1
SRR3085692.237990	1	2
SRR3085688.55022	1	4020
SRR3085701.156831	1	111
SRR3085690.152505	1	4
SRR3085691.22020	1	0
SRR3085694.19095	1	1
SRR3085689.186591	3864	286
SRR3085700.52196	1	19
SRR3085691.42380	1	223
SRR3085689.119853	7	0
SRR3085690.15322	1	0
SRR3085689.143800	1	5
SRR3085697.97	672	213
SRR3085692.32213	1	399
SRR3085699.2300	26	2
SRR3085697.44018	1	15
SRR3085689.24112	1	2152
SRR3085690.205920	1	3
SRR3085696.142968	1	489
SRR3085701.29070	1	3568
SRR3085693.62306	1	74
SRR3085695.91716	1	92
SRR3085697.30544	1	0
SRR3085701.28887	1	124
SRR3085696.113986	5	0
SRR3085693.133811	1	37
SRR3085692.255489	1	370
SRR3085689.192143	1	25
SRR3085691.126075	1	89
SRR3085698.145850	1	5
SRR3085694.71291	1	46
SRR3085690.116601	1	4587
SRR3085695.98	1343	54
SRR3085701.9887	1	328
SRR3085698.4226	20	56
SRR3085693.139782	1	3342
SRR3085690.136276	1	45
SRR3085696.81616	8	102
SRR3085699.75955	1	7
SRR3085695.49137	1	10
SRR3085695.116758	1	0
SRR3085693.9114	1	0
SRR3085689.19235	1	157
SRR3085690.140994	1	2752
SRR3085694.84751	1	0
SRR3085700.64418	1	15
SRR3085690.91914	1	1
SRR3085696.137541	1	2992
SRR3085698.108209	1	325
SRR3085692.104366	1	24
SRR3085692.207755	1	439
SRR3085689.19835	1	2
SRR3085696.155820	1	167
SRR3085689.191387	1	58
SRR3085698.72368	1	88
SRR3085692.27027	1	2
SRR3085689.104427	2	388
SRR3085692.122587	1	4597
SRR3085699.15741	1	49
SRR3085700.70263	2	34
SRR3085690.29827	1	275
SRR3085692.144838	7	122
SRR3085694.56551	1	59
SRR3085693.115098	1	44
SRR3085688.107716	1	37
SRR3085696.78717	1	27
SRR3085701.127899	1	38
SRR3085690.110006	1	124
SRR3085692.164847	4	188
SRR3085695.2839	1	443
SRR3085701.45342	1	1
SRR3085698.98509	10	171
SRR3085693.19247	1	48
SRR3085700.79484	1	310
SRR3085695.114194	1	95
SRR3085695.21979	1	4041
SRR3085700.27383	1	199
SRR3085696.150137	1	703
SRR3085701.40448	1	255
SRR3085689.153208	1	228
SRR3085694.100	1	5
SRR3085689.25159	1	0
SRR3085692.84539	1	0
SRR3085690.146362	1	3
SRR3085690.35277	1	11
SRR3085694.58346	1	2567
SRR3085689.57933	1	27
SRR3085692.171721	1	63
SRR3085688.2845	1	1
SRR3085688.43387	1	0
SRR3085693.119946	1	1
SRR3085697.94846	1	212
SRR3085690.65233	1	4354
SRR3085697.118957	3	481
SRR3085698.70150	6	47
SRR3085700.51239	1	451
SRR3085698.95459	1	7
SRR3085701.70993	1	677
SRR3085690.172971	1	15
SRR3085692.38218	1	143
SRR3085697.55843	1	581
SRR3085695.87677	1	247
SRR3085700.34384	1	1
SRR3085698.149704	1	33
SRR3085701.133106	2	5
SRR3085694.72579	1	117
SRR3085692.45908	1	4
SRR3085694.55678	1	7
SRR3085688.38473	1	0
SRR3085694.110112	1	0
SRR3085695.49749	1	77
SRR3085694.22328	1	743
SRR3085696.129065	1	54
SRR3085697.86013	1	114
SRR3085699.39878	1	11
SRR3085701.134658	1	19
SRR3085696.156577	1	2791
SRR3085692.247096	1	617
SRR3085700.122214	1	0
SRR3085698.130991	1	201
SRR3085701.86485	1	0
SRR3085696.45482	1	9
SRR3085689.88262	1	0
SRR3085700.41753	1	13
SRR3085697.81888	1	3
SRR3085692.100363	1	197
SRR3085688.12469	1	159
SRR3085689.4322	1	18
SRR3085697.90857	1	164
SRR3085701.53295	1	34
SRR3085691.91957	1	11
SRR3085689.161936	1	8
SRR3085701.106184	1	16
SRR3085689.90149	1	247
SRR3085690.115455	1	569
SRR3085692.45324	1	5
SRR3085698.67783	1	2
SRR3085697.41501	1	45
SRR3085689.218110	1	36
SRR3085688.57412	1	0
SRR3085689.155441	1	198
SRR3085692.206834	1	4086
SRR3085700.51796	1	2563
SRR3085692.22063	1	18
SRR3085689.133584	1	49
SRR3085701.74338	1	1
SRR3085692.115485	1	3
SRR3085694.57509	1	1
SRR3085690.31079	1	0
SRR3085696.133100	1	68
SRR3085695.120111	1	3989
SRR3085700.17180	1	24
SRR3085698.157736	1	3352
SRR3085693.28355	1	15
SRR3085692.2082	2	121
SRR3085689.237542	1	146
SRR3085698.29410	1	12
SRR3085701.137250	1	309
SRR3085698.182449	1	9
SRR3085692.45185	1	173
SRR3085693.12149	1	13
SRR3085689.179054	1	2519
SRR3085697.87826	1	0
SRR3085697.74337	7	111
SRR3085694.45391	1	128
SRR3085692.31957	1	69
SRR3085692.244044	1	4
SRR3085692.209150	1	0
SRR3085697.15124	1	76
SRR3085697.63804	1	2899
SRR3085700.62219	1	5
SRR3085701.95852	1	58
SRR3085696.124161	1	69
SRR3085692.145424	2	7
SRR3085696.39940	1	113
SRR3085690.131251	1	6
SRR3085694.87368	1	107
SRR3085701.133820	1	0
SRR3085691.54685	1	10
SRR3085692.237676	1	4061
SRR3085689.201293	1	22
SRR3085696.152671	1	70
SRR3085690.19929	1	2680
SRR3085694.41421	1	1
SRR3085694.81297	1	60
SRR3085695.50	1	521
SRR3085697.58310	1	7
SRR3085688.66221	1	973
SRR3085696.62819	1	60
SRR3085688.76605	1	161
SRR3085692.254906	1	9
SRR3085700.125952	1	264
SRR3085696.195243	1	76
SRR3085688.69042	3	0
SRR3085701.144059	1	0
SRR3085691.107350	1	113
SRR3085692.261617	1	25
SRR3085700.130524	1	0
SRR3085701.134597	4	3
SRR3085696.122383	1	2
SRR3085689.85090	1	2
SRR3085688.110704	1	1
SRR3085697.40186	1	0
SRR3085692.109583	1	32
SRR3085693.73064	1	4
SRR3085698.26740	1	127
SRR3085696.21656	1	4
SRR3085696.162597	1	698
SRR3085692.18679	1	218
SRR3085688.82617	1	4767
SRR3085696.4192	1	2
SRR3085689.43568	1	0
SRR3085692.291019	1	12
SRR3085694.139216	1	0
SRR3085698.99236	1	0
SRR3085689.121239	1	56
SRR3085692.228704	1	10
SRR3085701.86443	1	38
SRR3085690.203555	1	1
SRR3085700.7347	1	0
SRR3085701.131686	1	126
SRR3085690.59749	1	0
SRR3085694.84881	1	9
SRR3085688.93586	1	744
SRR3085689.148467	1	28
SRR3085692.101928	1	80
SRR3085693.13861	1	1
SRR3085690.145661	1	610
SRR3085698.4128	1	1
SRR3085697.94479	1	0
SRR3085697.44590	1	26
SRR3085692.33506	1	157
SRR3085692.81795	1	2641
SRR3085696.10618	1	167
SRR3085688.38609	1	0
SRR3085689.211597	1	162
SRR3085688.99460	1	1
SRR3085701.73450	4	35
SRR3085691.141005	1	233
SRR3085699.74042	1	33
SRR3085692.114197	13	1
SRR3085692.249445	1	69
SRR3085694.31634	1	98
SRR3085693.80892	1	3339
SRR3085694.125832	1	8
SRR3085691.42919	1	32
SRR3085691.50963	1	182
SRR3085690.68644	1	0
SRR3085692.142162	1	41
SRR3085699.20587	1	43
SRR3085690.28897	1	194
SRR3085698.149929	1	19
SRR3085701.8948	1	42
SRR3085692.104482	1	1
SRR3085691.54783	105	163
SRR3085694.135181	1	45
SRR3085689.125927	1	130
SRR3085698.82688	1	0
SRR3085692.287589	1	63
SRR3085697.7297	1	25
SRR3085689.145232	1	0
SRR3085692.193830	13	0
SRR3085690.134392	1	253
SRR3085694.104142	1	52
SRR3085701.118759	1	69
SRR3085690.113231	1	186
SRR3085691.45495	1	12
SRR3085689.33741	1	15
SRR3085692.22841	1	1
SRR3085689.67238	1	4
SRR3085689.173649	1	0
SRR3085691.35848	1	24
SRR3085693.27046	1	20
SRR3085690.38800	1	4210
SRR3085700.56261	13	20
SRR3085696.53740	1	2
SRR3085694.139739	1	0
SRR3085698.104808	1	71
SRR3085688.43749	1	173
SRR3085689.233787	1	2
SRR3085698.43775	1	77
SRR3085691.20155	1	127
SRR3085691.32617	1	28
SRR3085690.38920	1	181
SRR3085696.176656	1	0
SRR3085693.119246	1	0
SRR3085694.74068	1	289
SRR3085692.84918	1	1
SRR3085690.155034	2	83
SRR3085689.99859	1	0
SRR3085701.103133	1	2
SRR3085696.51994	2	0
SRR3085696.93535	1	0
SRR3085692.76307	1	9
SRR3085700.1989	1	400
SRR3085690.213847	1	369
SRR3085695.71610	1	4
SRR3085696.71503	1	708
SRR3085692.274181	2	6
SRR3085688.43951	1	3
SRR3085692.242041	1	224
SRR3085701.71876	1	4
SRR3085693.122865	1	3351
SRR3085689.136034	1	2495
SRR3085691.109352	1	432
SRR3085700.29076	1	50
SRR3085700.32529	1	252
SRR3085690.122677	1	461
SRR3085689.89668	1	12
SRR3085688.59264	1	10
SRR3085690.98381	1	0
SRR3085688.53205	1	3030
SRR3085693.46523	1	42
SRR3085697.19542	1	0
SRR3085695.109856	1	0
SRR3085690.170050	1	24
SRR3085694.36998	4	3
SRR3085695.105481	1	32
SRR3085692.52562	2	239
SRR3085698.73909	1	59
SRR3085696.121406	1	0
SRR3085698.47093	1	13
SRR3085694.24669	1	182
SRR3085689.196317	2	0
SRR3085692.165171	1	13
SRR3085696.82286	1	1
SRR3085690.34210	1	3
SRR3085698.19282	1	26
SRR3085690.36894	3	75
SRR3085700.103238	6	247
SRR3085693.92604	1	0
SRR3085688.9959	1	1
SRR3085689.26163	1	127
SRR3085690.139030	1	307
SRR3085692.263604	1	697
SRR3085696.152199	1	992
SRR3085701.69969	2	0
SRR3085698.77531	1	61
SRR3085698.80292	1	3
SRR3085695.35759	1	709
SRR3085693.121163	2	564
SRR3085692.202228	1	6
SRR3085692.264110	1	1
SRR3085700.65916	3	69
SRR3085691.58474	1	47
SRR3085689.104659	1	37
SRR3085696.163322	1	2
SRR3085694.94501	1	0
SRR3085696.71880	1	4050
SRR3085701.65712	1	6
SRR3085694.125094	1	6
SRR3085691.54111	1	3
SRR3085696.14201	1	4
SRR3085701.127380	1	101
SRR3085695.27757	1	3
SRR3085692.247855	1	0
SRR3085692.117878	1	4067
SRR3085700.65700	1	137
SRR3085701.132248	1	179
SRR3085691.98963	1	25
SRR3085691.137132	1	3840
SRR3085692.242042	1	4305
SRR3085693.88172	1	2
SRR3085698.123872	1	456
SRR3085689.32217	1	5
SRR3085699.4417	52	76
SRR3085698.60359	1	22
SRR3085698.20401	1	95
SRR3085701.156019	1	0
SRR3085690.96791	1	38
SRR3085688.94657	1	937
SRR3085700.61182	1	159
SRR3085701.64942	1	10
SRR3085698.96791	1	50
SRR3085690.162132	1	545
SRR3085700.21944	1	326
SRR3085690.147677	1	3925
SRR3085698.107126	1	1
SRR3085700.128994	2	28
SRR3085689.102560	1	94
SRR3085695.80856	1	0
SRR3085689.188759	1	156
SRR3085700.60483	1	4
SRR3085689.69755	1	565
SRR3085700.132332	1	45
SRR3085694.86396	1	0
SRR3085699.41256	1	22
SRR3085692.192806	1	1
SRR3085689.4483	1	0
SRR3085694.97502	1	4
SRR3085694.125056	1	2960
SRR3085696.86610	1	1
SRR3085692.226304	1	38
SRR3085692.190873	1	0
SRR3085689.33241	4	79
SRR3085689.44723	1	77
SRR3085696.168510	4	3
SRR3085689.234010	1	33
SRR3085689.223000	1	267
SRR3085696.172977	1	0
SRR3085698.76867	1	181
SRR3085698.59066	1	340
SRR3085695.29468	1	9
SRR3085688.108967	1	0
SRR3085701.113049	1	3666
SRR3085696.43171	1	55
SRR3085689.18813	1	387
SRR3085696.21501	1	794
SRR3085694.42338	1	121
SRR3085688.98257	1	300
SRR3085697.119355	1	48
SRR3085698.67751	2	1
SRR3085692.89670	1	57
SRR3085697.107954	1	1
SRR3085698.59520	1	3
SRR3085694.111758	1	6
SRR3085692.229091	1	0
SRR3085692.4203	1	3
SRR3085691.16722	1	575
SRR3085688.111741	1	90
SRR3085688.114511	1	4
SRR3085694.45212	1	759
SRR3085689.171279	1	500
SRR3085689.165021	1	0
SRR3085692.295574	1	45
SRR3085692.130789	1	111
SRR3085699.32536	1	11
SRR3085696.193790	1	56
SRR3085688.53970	1	4032
SRR3085692.236706	1	2
SRR3085689.186782	1	178
SRR3085690.127055	1	4748
SRR3085692.65116	1	14
SRR3085701.35861	7	4
SRR3085698.109040	1	1
SRR3085699.24530	1	3827
SRR3085693.115460	1	0
SRR3085694.25216	1	11
SRR3085693.92215	1	228
SRR3085692.437	5	217
SRR3085697.48977	1	7
SRR3085690.30572	1	1
SRR3085694.105255	1	1
SRR3085692.102876	1	4068
SRR3085697.89765	1	0
SRR3085696.132222	1	502
SRR3085700.22517	1	26
SRR3085688.100950	1	6
SRR3085698.185155	1	6
SRR3085688.75117	1	3863
SRR3085694.94205	6	0
SRR3085700.129130	1	556
SRR3085698.134284	1	39
SRR3085689.51851	7	33
SRR3085690.124092	1	6
SRR3085689.174731	1	0
SRR3085692.196682	3	0
SRR3085692.133550	2	1
SRR3085693.72825	1	86
SRR3085694.48895	1	9
SRR3085692.164963	1	19
SRR3085689.130317	1	0
SRR3085694.82008	3	3029
SRR3085694.35491	1	0
SRR3085697.5552	1	0
SRR3085690.145396	1	627
SRR3085692.141549	1	9
SRR3085688.30874	2	0
SRR3085700.47546	1	212
SRR3085701.22848	1	5
SRR3085698.149136	1	174
SRR3085692.218186	1	269
SRR3085697.107790	1	0
SRR3085694.22641	1	3544
SRR3085689.224300	1	101
SRR3085690.108561	1	0
SRR3085698.134850	5	61
SRR3085690.25359	1	164
SRR3085693.33108	1	104
SRR3085689.179955	1	1086
SRR3085700.15858	1	1
SRR3085696.34910	1	8
SRR3085694.72967	1	7
SRR3085694.94996	1	4
SRR3085693.134255	1	44
SRR3085692.171642	1	291
SRR3085696.4441	1	4600
SRR3085693.115337	1	79
SRR3085690.129964	34	717
SRR3085689.169064	1	29
SRR3085688.72282	1	14
SRR3085689.108951	2	43
SRR3085689.168392	1	1
SRR3085695.40851	1	3
SRR3085698.170512	1	21
SRR3085695.50732	1	3988
SRR3085694.79949	1	109
SRR3085688.79396	2	56
SRR3085700.70924	2	21
SRR3085701.139269	1	0
SRR3085692.71270	1	1
SRR3085693.17140	1	375
SRR3085697.51330	1	144
SRR3085697.112595	1	0
SRR3085697.65620	1	19
SRR3085696.190924	25	7
SRR3085690.207095	1	54
SRR3085693.97081	1	3
SRR3085696.28937	1	16
SRR3085696.138987	2	102
SRR3085689.196273	1	503
SRR3085692.187941	1	1
SRR3085690.152229	2	8
SRR3085689.49076	3	0
SRR3085697.96464	1	35
SRR3085689.57893	1	9
SRR3085699.11560	1	12
SRR3085689.117573	1	2524
SRR3085693.61551	1	40
SRR3085696.76569	1	718
SRR3085693.9858	1	2590
SRR3085693.56943	1	388
SRR3085689.126050	1	346
SRR3085692.88480	1	9
SRR3085694.114645	1	0
SRR3085691.134043	1	4
SRR3085698.100401	4	133
SRR3085694.127897	1	18
SRR3085695.104964	1	5
SRR3085701.56541	1	2
SRR3085689.178437	1	0
SRR3085695.82280	1	553
SRR3085697.96171	1	5
SRR3085698.2723	1	0
SRR3085691.73722	1	397
SRR3085691.88430	1	488
SRR3085697.58928	1	1
SRR3085693.122980	1	13
SRR3085701.115017	2	0
SRR3085701.47285	1	0
SRR3085701.144631	1	1
SRR3085694.9399	1	2540
SRR3085701.48835	1	3550
SRR3085693.29133	1	0
SRR3085692.113968	6	3
SRR3085699.48012	8	0
SRR3085698.55953	1	0
SRR3085690.56950	2	5
SRR3085697.50149	1	1
SRR3085691.116874	1	40
SRR3085688.15807	1	610
SRR3085689.17160	1	220
SRR3085698.30238	1	5
SRR3085691.34917	1	1
SRR3085699.51268	1	3865
SRR3085689.32893	33	218
SRR3085697.9362	1	3
SRR3085692.136682	1	5
SRR3085691.40298	1	33
SRR3085694.9165	1	5
SRR3085690.36108	1	75
SRR3085688.24378	1	1
SRR3085688.58831	1	4073
SRR3085689.120394	1	81
SRR3085691.58171	1	0
SRR3085692.72384	1	8
SRR3085690.76512	1	48
SRR3085696.35165	1	70
SRR3085696.131843	1	283
SRR3085697.13463	1	25
SRR3085689.139789	1	4
SRR3085689.131431	1	233
SRR3085693.82358	1	8
SRR3085692.123713	1	4
SRR3085692.140774	1	267
SRR3085701.64688	1	105
SRR3085689.171050	1	1
SRR3085688.55154	1	15
SRR3085693.72363	1	7
SRR3085701.107822	6	2
SRR3085701.114535	1	2
SRR3085693.76410	1	45
SRR3085694.376	1	1060
SRR3085692.95516	1	1
SRR3085689.55270	1	0
SRR3085689.139984	41	65
SRR3085698.162872	1	2
SRR3085695.63096	1	194
SRR3085701.121119	1	3
SRR3085689.3121	4	170
SRR3085695.38164	2	406
SRR3085694.84082	1	38
SRR3085690.37976	1	355
SRR3085689.134314	1	2968
SRR3085693.61271	1	380
SRR3085689.15693	1	1
SRR3085692.289900	1	186
SRR3085692.286549	1	4580
SRR3085694.59797	1	186
SRR3085693.106852	1	486
SRR3085700.53583	5	0
SRR3085700.120168	1	3563
SRR3085688.105004	1	0
SRR3085689.20850	1	0
SRR3085697.84853	1	3987
SRR3085689.21580	2	9
SRR3085692.299814	1	0
SRR3085689.89162	1	13
SRR3085692.285665	1	128
SRR3085698.139962	1	122
SRR3085690.174552	1	79
SRR3085689.67868	3	2
SRR3085696.100232	1	181
SRR3085699.26688	1	182
SRR3085695.69875	1	0
SRR3085691.110405	15	511
SRR3085690.198121	1	33
SRR3085701.51934	1	2542
SRR3085698.163752	1	2
SRR3085698.186164	1	19
SRR3085692.267884	1	1
SRR3085695.26126	1	73
SRR3085694.117058	1	0
SRR3085693.25520	1	220
SRR3085689.36988	1	3
SRR3085698.28286	1	17
SRR3085689.107847	1	0
SRR3085689.9999	1	22
SRR3085701.110658	1	44
SRR3085691.23825	2	11
SRR3085692.147069	1	8
SRR3085690.8612	5	53
SRR3085695.75468	1	3
SRR3085696.20695	1	0
SRR3085689.125039	3	0
SRR3085700.13156	1	381
SRR3085692.259850	2	0
SRR3085691.10004	1	4006
SRR3085696.107424	1	56
SRR3085693.33070	1	0
SRR3085690.201580	1	11
SRR3085697.4264	1	0
SRR3085697.107748	1	2864
SRR3085699.61755	1	1
SRR3085689.135688	1	33
SRR3085693.42587	1	8
SRR3085696.163045	1	0
SRR3085696.18244	6	0
SRR3085689.120508	2	8
SRR3085700.60871	1	189
SRR3085698.19138	1	51
SRR3085689.81183	1	0
SRR3085689.32623	2	62
SRR3085696.4053	1	189
SRR3085701.54802	1	138
SRR3085700.36219	1	176
SRR3085700.84939	1	128
SRR3085694.89766	1	53
SRR3085692.272563	2	5
SRR3085694.69148	1	3
SRR3085701.21221	1	1
SRR3085689.26887	1	1
SRR3085691.112643	1	1745
SRR3085696.69641	1	0
SRR3085694.16630	1	0
SRR3085698.181304	1	2707
SRR3085692.52614	1	43
SRR3085689.61182	1	95
SRR3085692.93527	1	1
SRR3085690.27274	1	4023
SRR3085698.99452	1	3
SRR3085696.106501	1	9
SRR3085698.25007	1	3330
SRR3085694.85105	1	86
SRR3085690.57260	1	585
SRR3085697.68063	1	8
SRR3085692.143257	1	1
SRR3085696.136477	1	60
SRR3085689.139484	3	2
SRR3085689.140142	1	247
SRR3085694.9589	1	4
SRR3085691.143927	1	201
SRR3085688.115011	1	358
SRR3085689.67302	1	232
SRR3085689.152157	1	3
SRR3085701.27516	1	0
SRR3085688.17493	1	35
SRR3085689.190269	1	0
SRR3085692.240294	2	1
SRR3085690.73409	1	0
SRR3085690.96042	2	164
SRR3085700.64471	1	8
SRR3085694.112903	2	299
SRR3085694.1613	1	0
SRR3085695.105699	1	215
SRR3085688.43869	1	0
SRR3085693.68211	1	131
SRR3085699.16956	1	3873
SRR3085696.99953	1	110
SRR3085699.18044	1	10
SRR3085701.130321	1	8
SRR3085689.89375	1	1
SRR3085689.112774	1	104
SRR3085701.46711	1	153
SRR3085690.86211	1	76
SRR3085692.142261	1	3
SRR3085701.151815	1	4
SRR3085692.187462	1	4041
SRR3085698.174356	1	3
SRR3085694.56249	1	908
SRR3085700.45741	1	77
SRR3085690.132095	1	4628
SRR3085689.174895	1	83
SRR3085700.120606	2	1
SRR3085688.97276	1	6
SRR3085690.40268	1	0
SRR3085694.115630	1	0
SRR3085688.42455	1	723
SRR3085690.175666	1	0
SRR3085694.24305	1	0
SRR3085690.110215	6	235
SRR3085691.61167	1	12
SRR3085701.3917	1	4
SRR3085689.80624	2	0
SRR3085692.99913	1	65
SRR3085693.49846	1	6
SRR3085688.106761	2	26
SRR3085698.60571	1	24
SRR3085692.46965	1	44
SRR3085701.124359	1	12
SRR3085689.144944	1	3
SRR3085690.83944	1	65
SRR3085698.123203	1	1
SRR3085696.161624	8	185
SRR3085696.15327	1	40
SRR3085696.165615	1	16
SRR3085700.70547	1	1
SRR3085695.99079	1	1
SRR3085690.18843	4	2
SRR3085696.75297	1	150
SRR3085688.65774	4	21
SRR3085695.72392	1	82
SRR3085694.57786	1	29
SRR3085688.76193	1	220
SRR3085701.91711	1	0
SRR3085691.13879	1	4
SRR3085690.21265	1	1597
SRR3085701.136855	1	5
SRR3085692.236339	1	27
SRR3085693.132008	1	171
SRR3085699.47932	1	3
SRR3085701.37329	1	0
SRR3085694.5764	1	769
SRR3085701.60614	3	1
SRR3085700.60323	1	228
SRR3085697.73126	1	113
SRR3085692.259274	1	0
SRR3085701.143670	1	8
SRR3085696.16856	1	19
SRR3085689.99240	1	11
SRR3085691.54548	442	190
SRR3085698.12982	1	5
SRR3085696.61116	1	28
SRR3085692.231005	1	1
SRR3085693.5058	1	3
SRR3085689.100812	1	29
SRR3085688.90502	1	3860
SRR3085701.144443	3	1
SRR3085701.61608	1	3174
SRR3085691.65575	1	81
SRR3085690.155249	1	18
SRR3085689.81985	1	8
SRR3085690.11340	1	678
SRR3085700.27439	4	0
SRR3085689.195154	1	207
SRR3085696.70341	1	3878
SRR3085689.66652	9	47
SRR3085696.57783	1	0
SRR3085701.2107	10	572
SRR3085697.49092	1	132
SRR3085692.28393	1	8
SRR3085701.53678	1	3000
SRR3085692.18280	1	62
SRR3085694.49483	1	928
SRR3085692.124432	2	49
SRR3085694.84802	1	469
SRR3085690.90081	1	0
SRR3085690.145767	1	1711
SRR3085689.106927	1	10
SRR3085696.165448	1	335
SRR3085691.29098	1	46
SRR3085688.106324	1	1
SRR3085698.14898	1	4
SRR3085689.209889	1	145
SRR3085691.134328	1	16
SRR3085700.10586	1	4
SRR3085699.8166	1	399
SRR3085691.3964	1	107
SRR3085698.49401	1	0
SRR3085692.159556	1	0
SRR3085689.204506	1	8
SRR3085689.194498	1	171
SRR3085698.186673	1	46
SRR3085690.205159	1	2
SRR3085692.163129	1	51
SRR3085698.95872	1	2
SRR3085688.8437	1	828
SRR3085690.39192	1	0
SRR3085691.9161	1	4
SRR3085698.184536	2	103
SRR3085701.74133	1	3
SRR3085693.1991	1	682
SRR3085695.116671	1	1
SRR3085697.40823	1	1
SRR3085694.134136	1	192
SRR3085698.43571	1	7
SRR3085697.66969	1	27
SRR3085701.127601	1	1
SRR3085700.116511	1	26
SRR3085696.172453	1	0
SRR3085696.129323	1	105
SRR3085690.26103	1	20
SRR3085696.160740	1	12
SRR3085692.234633	1	18
SRR3085692.23905	1	1
SRR3085698.55155	1	409
SRR3085690.108064	1	659
SRR3085688.102159	1	3
SRR3085689.221549	1	67
SRR3085694.94351	1	5
SRR3085693.104170	1	149
SRR3085694.32628	1	0
SRR3085692.75055	1	269
SRR3085694.121539	3	0
SRR3085698.181068	1	0
SRR3085698.88476	1	242
SRR3085692.231238	41	1
SRR3085692.20436	1	0
SRR3085689.114791	4	6
SRR3085697.11287	1	0
SRR3085689.131765	1	22
SRR3085690.125027	1	63
SRR3085699.45779	1	1037
SRR3085693.48674	1	3680
SRR3085689.57457	1	2730
SRR3085692.242098	1	4625
SRR3085701.9524	1	25
SRR3085692.281509	1	0
SRR3085692.40850	1	230
SRR3085689.142073	2	75
SRR3085701.44926	1	3
SRR3085693.77838	1	0
SRR3085698.85931	1	829
SRR3085693.117348	1	59
SRR3085698.174506	1	19
SRR3085697.78705	2	10
SRR3085700.94650	1	244
SRR3085701.6614	1	2
SRR3085688.38856	1	0
SRR3085691.160939	1	1
SRR3085697.83976	1	1
SRR3085688.38287	5	141
SRR3085689.242795	1	26
SRR3085700.7448	1	3628
SRR3085692.127	1244	62
SRR3085688.64217	1	0
SRR3085698.88035	1	3506
SRR3085692.174092	1	544
SRR3085698.14095	1	2758
SRR3085689.216994	1	1
SRR3085690.3362	1	188
SRR3085698.81734	1	104
SRR3085698.11601	1	59
SRR3085688.95036	1	0
SRR3085697.108029	1	0
SRR3085689.205513	1	1
SRR3085688.8121	1	4
SRR3085698.161103	1	19
SRR3085691.81053	1	41
